Run Number,Score,Move Count,Max Tile,Win
1,196,82,32,False
2,146,58,32,False
3,230,83,64,False
4,222,88,64,False
5,170,59,64,False
6,240,86,64,False
7,290,118,128,False
8,226,86,64,False
9,194,77,64,False
10,212,75,64,False
11,230,83,64,False
12,256,100,64,False
13,206,78,64,False
14,102,38,16,False
15,234,85,64,False
16,206,72,64,False
17,218,74,64,False
18,204,80,64,False
19,164,66,32,False
20,156,49,32,False
21,206,74,64,False
22,220,78,64,False
23,304,122,128,False
24,140,53,32,False
25,242,97,64,False
26,134,49,32,False
27,160,61,32,False
28,182,73,64,False
29,210,77,64,False
30,148,59,32,False
31,200,82,64,False
32,350,128,128,False
33,174,62,64,False
34,160,66,32,False
35,226,84,64,False
36,172,63,64,False
37,202,77,64,False
38,176,61,64,False
39,130,49,32,False
40,194,73,64,False
41,186,79,64,False
42,204,97,64,False
43,190,63,64,False
44,296,111,128,False
45,282,112,128,False
46,174,62,64,False
47,282,106,128,False
48,196,78,64,False
49,200,85,64,False
50,190,66,64,False
51,198,79,64,False
52,154,53,32,False
53,216,88,64,False
54,184,68,64,False
55,144,57,32,False
56,366,148,128,False
57,198,67,64,False
58,206,80,64,False
59,240,88,64,False
60,174,59,64,False
61,178,74,64,False
62,190,73,32,False
63,140,57,32,False
64,236,91,64,False
65,246,76,64,False
66,194,72,64,False
67,204,69,64,False
68,244,102,64,False
69,184,64,32,False
70,116,41,32,False
71,292,128,128,False
72,126,49,32,False
73,238,80,64,False
74,130,45,32,False
75,146,56,64,False
76,198,82,64,False
77,204,76,64,False
78,182,84,64,False
79,180,72,64,False
80,200,80,64,False
81,240,102,64,False
82,270,101,64,False
83,182,68,64,False
84,318,127,128,False
85,204,74,64,False
86,230,82,64,False
87,224,98,128,False
88,304,124,128,False
89,286,109,64,False
90,292,117,128,False
91,180,65,64,False
92,182,65,64,False
93,146,53,64,False
94,144,56,32,False
95,162,58,32,False
96,206,75,64,False
97,144,58,32,False
98,330,134,128,False
99,240,92,128,False
100,142,53,32,False
101,246,91,128,False
102,160,55,64,False
103,90,35,16,False
104,232,87,64,False
105,336,132,128,False
106,162,66,64,False
107,162,59,64,False
108,206,76,64,False
109,242,92,64,False
110,184,73,64,False
111,248,89,64,False
112,218,85,64,False
113,290,105,128,False
114,158,67,32,False
115,194,71,64,False
116,256,112,128,False
117,170,68,32,False
118,248,90,64,False
119,174,68,32,False
120,246,105,64,False
121,160,57,32,False
122,254,96,64,False
123,182,78,64,False
124,240,98,64,False
125,208,82,64,False
126,186,71,64,False
127,192,72,64,False
128,180,66,64,False
129,120,42,32,False
130,194,67,64,False
131,270,120,64,False
132,286,109,128,False
133,242,91,64,False
134,114,43,32,False
135,230,85,64,False
136,130,43,32,False
137,368,122,128,False
138,156,64,64,False
139,318,112,128,False
140,214,84,128,False
141,244,94,64,False
142,128,43,32,False
143,182,66,64,False
144,214,82,64,False
145,322,129,128,False
146,166,62,32,False
147,272,94,128,False
148,166,68,64,False
149,176,62,32,False
150,172,63,32,False
151,260,93,128,False
152,240,90,64,False
153,150,54,32,False
154,194,69,64,False
155,168,59,32,False
156,208,84,64,False
157,222,93,64,False
158,212,84,64,False
159,220,75,32,False
160,106,42,32,False
161,152,61,32,False
162,200,82,64,False
163,152,60,32,False
164,318,115,128,False
165,154,62,32,False
166,222,80,64,False
167,148,49,32,False
168,200,68,64,False
169,170,62,64,False
170,168,68,32,False
171,230,84,128,False
172,190,74,64,False
173,178,75,64,False
174,312,102,128,False
175,216,73,64,False
176,176,78,64,False
177,118,43,32,False
178,222,84,64,False
179,176,78,64,False
180,132,42,32,False
181,210,83,64,False
182,150,55,32,False
183,196,68,64,False
184,188,79,32,False
185,168,61,32,False
186,132,49,32,False
187,176,73,64,False
188,132,47,32,False
189,228,84,128,False
190,164,52,32,False
191,230,92,128,False
192,304,115,128,False
193,238,86,128,False
194,166,68,64,False
195,208,75,64,False
196,160,56,32,False
197,198,79,64,False
198,136,51,32,False
199,134,44,32,False
200,166,69,64,False
201,174,60,32,False
202,190,77,64,False
203,210,76,64,False
204,154,49,32,False
205,118,45,32,False
206,156,62,32,False
207,176,63,32,False
208,258,104,128,False
209,206,85,64,False
210,208,79,64,False
211,214,72,64,False
212,248,97,64,False
213,302,109,64,False
214,166,62,32,False
215,268,108,64,False
216,244,79,128,False
217,238,88,128,False
218,188,70,64,False
219,138,55,32,False
220,248,88,64,False
221,130,45,32,False
222,202,77,64,False
223,474,191,256,False
224,234,93,64,False
225,186,73,64,False
226,124,55,32,False
227,298,111,128,False
228,130,48,32,False
229,174,68,32,False
230,254,106,64,False
231,130,51,32,False
232,210,82,64,False
233,234,103,64,False
234,162,65,32,False
235,126,56,32,False
236,252,104,64,False
237,150,48,32,False
238,264,99,128,False
239,142,49,32,False
240,198,75,32,False
241,244,95,64,False
242,194,68,64,False
243,206,83,64,False
244,252,101,64,False
245,208,80,64,False
246,222,72,64,False
247,274,113,128,False
248,198,69,64,False
249,196,66,64,False
250,282,104,128,False
