Run Number,Score,Move Count,Max Tile,Win
103,350,119,128,False
104,338,105,128,False
105,316,103,128,False
106,304,97,128,False
107,584,187,256,False
108,756,249,512,False
109,540,174,256,False
110,140,44,32,False
111,568,191,256,False
112,344,112,128,False
113,312,101,128,False
114,280,91,128,False
115,342,108,128,False
116,302,96,128,False
117,328,104,128,False
118,560,184,256,False
119,396,132,128,False
120,138,46,16,False
121,388,124,256,False
122,282,94,128,False
123,210,62,64,False
124,330,109,128,False
125,328,107,128,False
126,326,112,128,False
127,370,118,128,False
128,312,102,128,False
129,516,172,256,False
130,468,157,256,False
131,524,175,256,False
132,376,133,128,False
133,208,66,64,False
134,210,69,64,False
135,472,158,256,False
136,360,119,128,False
137,348,111,128,False
138,260,82,128,False
139,340,106,128,False
140,176,54,64,False
141,262,79,128,False
142,228,67,128,False
143,602,205,256,False
144,346,115,128,False
145,508,167,256,False
146,228,69,64,False
147,338,114,128,False
148,480,159,256,False
149,342,116,128,False
150,382,126,128,False
